NPI,NPPES_PROVIDER_LAST_ORG_NAME,NPPES_PROVIDER_FIRST_NAME,NPPES_PROVIDER_CITY,NPPES_PROVIDER_STATE,SPECIALTY_DESCRIPTION,DESCRIPTION_FLAG,DRUG_NAME,GENERIC_NAME,BENE_COUNT,TOTAL_CLAIM_COUNT,TOTAL_DAY_SUPPLY,TOTAL_DRUG_COST,BENE_COUNT_GE65,BENE_COUNT_GE65_SUPPRESS_FLAG,TOTAL_CLAIM_COUNT_GE65,GE65_SUPPRESS_FLAG,TOTAL_DAY_SUPPLY_GE65,TOTAL_DRUG_COST_GE65,YEAR,OPIOID_FLAG
1811915911,CHOU,RICHARD,LEBANON,NH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,18,306,585214.87,,#,,#,,,2014,
1649232810,COOPER,DIANNE,WICHITA FALLS,TX,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,12,204,395897.68,,*,,*,,,2014,
1881662039,CONDEMI,JOHN,ROCHESTER,NY,Allergy/Immunology,S,H.P. ACTHAR,CORTICOTROPIN,,28,498,886197.08,,*,28,,498,886197.08,2014,
1376785394,COLEMAN,JESSICA,PORT ROYAL,SC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,26,669,1280844.72,,#,,#,,,2014,
1669659306,EASTERLING,CONSTANCE,ORLANDO,FL,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,,15,75,473956.04,,*,,*,,,2014,
1598867285,FRIEDMAN,ALAN,BRONX,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,187,352756.36,,*,11,,187,352756.36,2014,
1609891613,FREEDMAN,STEVEN,RALEIGH,NC,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,14,70,454278.77,,*,,*,,,2014,
1659322055,HOSSAIN,S. M. HAMID,NEWBURGH,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,28,566,1088148.22,0,,0,,0,0,2014,
1659308237,HOZMAN,ROBERT,SKOKIE,IL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,14,413,638985.03,0,,0,,0,0,2014,
1730293705,JACKSON,ROBERT,MEMPHIS,MO,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,32,1503,1712681.57,,*,,*,,,2014,
1013909332,KOWAL,CATHERINE,NAPLES,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,12,337,452302.34,0,,0,,0,0,2014,
1235326232,KOUYOUMDJIAN,ZEPURE,MORGAN HILL,CA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,11,55,354479.03,0,,0,,0,0,2014,
1841404217,KER,STACY,LIVONIA,MI,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,20,340,671850.9,,*,20,,340,671850.9,2014,
1942284948,LASICHAK,LYDIA,W BLOOMFIELD,MI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,16,539,871335.3,,*,,*,,,2014,
1376755710,LEE,MARYANN,STATEN ISLAND,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,13,221,416055.25,0,,0,,0,0,2014,
1578581427,LIPUT,JOSEPH,PITTSBURGH,PA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,15,466,840663.41,,#,,#,,,2014,
1730271933,MABAQUIAO,ARTHUR,EL CAJON,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,29,533,1034760.15,0,,0,,0,0,2014,
1700996758,MACALUSO,VINCENT,NEW HYDE PARK,NY,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,11,77,704006.12,,*,,*,,,2014,
1205834397,MURPHY,FREDERICK,DUNCANSVILLE,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,43,771,1492651.37,,#,,#,,,2014,
1548357130,NICOLETTA,ANTONIO,BROOKLYN,NY,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,14,238,464713.87,,*,14,,238,464713.87,2014,
1356431449,MOUSTAFA,MOUSTAFA,ORANGEBURG,SC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,14,238,463204.68,0,,0,,0,0,2014,
1679533640,MURDOCK,CHARLES,SPARTANBURG,SC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,35,606,1160841.85,,*,35,,606,1160841.85,2014,
1588715882,NAPOLI,SALVATORE,NORWOOD,MA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,13,65,422423.33,0,,0,,0,0,2014,
1467633743,MURRAY,STACEY,ABINGTON,MA,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,,12,60,388736.29,0,,0,,0,0,2014,
1760473573,PRASHAD,ROY,RIVERHEAD,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,55,1091,2098935.78,,*,17,,380,744288.49,2014,
1275519530,RAMOS,JULIO,AVOCA,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,30,510,977879.44,0,,0,,0,0,2014,
1801894365,REYNOLDS,DAVID,SHERMAN,TX,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,16,320,1059362.97,0,,0,,0,0,2014,
1609067792,RENGEN,ROHAN,FREDERICK,MD,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,11,271,394919.64,,*,11,,271,394919.64,2014,
1467553149,WILSON,CHRISTOPHER,PLAINFIELD,IN,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,12,338,388030.47,0,,0,,0,0,2014,
1568657146,THAKUR,NITI,EAST LANSING,MI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,30,1293,1643160.99,,*,,*,,,2014,
1861455099,TIMMS,PATRICK,PUEBLO,CO,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,14,268,595184.1,,*,,*,,,2014,
1750452116,SHAH,TARIQ,LOS ANGELES,CA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,11,308,353970.78,0,,0,,0,0,2014,
1619970290,STRONG,JAMES,BIRMINGHAM,AL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,11,101,357882.87,,*,,*,,,2014,
1508827502,VIENNAS,STELIOS,ASTORIA,NY,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,11,48,1261,2081354.1,,#,,#,,,2014,
1467418053,TUMLIN,JAMES,CHATTANOOGA,TN,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,25,701,1034169.68,,*,,*,,,2014,
1730170580,TOBIN,MORRIS,PARIS,TX,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,17,289,563549.12,,#,,#,,,2014,
1336378405,SHRESTHA,ASHA,BANGOR,ME,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,11,187,354843.72,0,,0,,0,0,2014,
1801044722,SHAFFER,WILLIAM,GREELEY,CO,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,17,40,575,3623509.21,,*,11,,155,1019099.13,2014,
1104823509,TABER,TIM,INDIANAPOLIS,IN,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,13,221,430661.08,,*,13,,221,430661.08,2014,
1467458661,STEINER,DAVID,CEDARHURST,NY,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,22,110,710487.54,0,,0,,0,0,2014,
1710971700,WYNN,DANIEL,NORTHBROOK,IL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,13,17,90,581707.43,,*,,*,,,2014,
1942220702,ZANETAKIS,ELLEN,TULSA,OK,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,24,1389,1441867.48,,#,,#,,,2014,
1245240274,WRIGHT,GRACE,NEW YORK,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,11,608,1106812.42,,*,,*,,,2014,
1467418053,TUMLIN,JAMES,CHATTANOOGA,TN,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,35,881,1732290.73,0,#,0,#,0,0,2015,
1629165162,AGOSTO-COLON,ENEIDA,JACKSON HEIGHTS,NY,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,36,673,1369583.01,0,*,15, ,249,514691.64,2015,
1083681183,AL-KABBANI,SAMIR,KNOXVILLE,TN,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,17,337,576129.58,0,#,0,#,0,0,2015,
1396701710,TURNER,ALLAN,GREENWOOD,SC,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,14,296,580336.51,0,*,0,*,0,0,2015,
1154372688,ARAUJO-PREZA,CARLOS,THE WOODLANDS,TX,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,13,221,456689.58,0, ,0, ,0,0,2015,
1316913403,BELL,ALISA,HARRISBURG,PA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,277,568998.3,0, ,0, ,0,0,2015,
1093723793,BRAZLEY,LARRY,MERRILLVILLE,IN,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,17,307,603147.33,0,#,0,#,0,0,2015,
1083650345,CHANDLER,ANGELA,JACKSON,MS,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,83,408705.08,0, ,0, ,0,0,2015,
1861696247,CHANDLER,DEBORAH,ORLANDO,FL,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,0,11,55,379461.62,0, ,0, ,0,0,2015,
1982806329,CHONGKRAIRATANAKUL,TEPSIRI,SUMTER,SC,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,14,445,959658.03,0,*,0,*,0,0,2015,
1871718189,CHITKARA,PUJA,CHULA VISTA,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,16,62,1459,2870975.55,0,*,29, ,823,1603898.6,2015,
1811949704,CHRISTOPHER,LISA,BALTIMORE,MD,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,221,441439.04,0, ,0, ,0,0,2015,
1811915911,CHOU,RICHARD,LEBANON,NH,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,30,594,1077831.33,0,*,15, ,299,577241.37,2015,
1013944016,DAVIDSON,BENTON,SALEM,OR,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,19,532,620019.35,0,*,0,*,0,0,2015,
1467478727,DHAWAN,RAJNISH,CHESAPEAKE,VA,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,12,287,599236.82,0,*,0,*,0,0,2015,
1669659306,EASTERLING,CONSTANCE,ORLANDO,FL,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,0,23,115,782059.58,0,*,0,*,0,0,2015,
1720036957,ELLIOTT,CYNTHIA,LAWRENCEVILLE,GA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,30,624,1313990.42,0,*,14, ,276,550719.4,2015,
1811199227,ESKAPALLI,SWARUPA RANI,MISHAWAKA,IN,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,13,221,437564.36,0, ,0, ,0,0,2015,
1063435428,VERSON,REINALDO,COLUMBUS,GA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,21,345,733919.66,0,#,0,#,0,0,2015,
1700980034,VIEIRA,CRISTOVAO,SHELBYVILLE,IN,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,28,562,1085726.25,0,#,0,#,0,0,2015,
1386814226,VIJ,RAJIV,LONGVIEW,TX,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,32,544,1094026.34,0,*,32, ,544,1094026.34,2015,
1679568885,GOLDSTEIN,MARK,STATEN ISLAND,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,18,406,777717.04,0,*,0,*,0,0,2015,
1225065774,GORDON,GARY,WYNNEWOOD,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,14,401,783471.19,0,*,0,*,0,0,2015,
1093911356,GOSS,BRITTANY,NAPA,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,14,238,480343.48,0,*,14, ,238,480343.48,2015,
1588811194,GREENHOUSE,IRENE,JAMISON,PA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,154,406545.02,0,*,0,*,0,0,2015,
1720107741,HAWRUK,ELIZABETH,BUTLER,NJ,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,288,522289.78,0, ,0, ,0,0,2015,
1508857665,HOWARD,ANNETTE,HOUSTON,TX,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,17,250,1278602.54,0,*,0,*,0,0,2015,
1447572169,HUYNH-DUC,LONG,GREENVILLE,SC,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,25,460,989355.81,0,*,12, ,217,463598.63,2015,
1629150081,HWANG,DANIEL,SAN BERNARDINO,CA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,221,445811.46,0, ,0, ,0,0,2015,
1033389903,HYLTON,DIANA,MERCED,CA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,16,164,850156.34,0,#,0,#,0,0,2015,
1538190806,JOSHI,ROHINI,MODESTO,CA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,129,509218.94,0, ,0, ,0,0,2015,
1174507800,JONES,RICHARD,TUSCALOOSA,AL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,453,817038.66,0,*,0,*,0,0,2015,
1396784161,KALYA,SAVITHA,PEORIA,AZ,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,16,370,768329.9,0,*,16, ,370,768329.9,2015,
1740209303,KARAMLOU,KATHY,NEWPORT BEACH,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,21,423,697157.86,0,*,0,*,0,0,2015,
1225073232,KHAN,RUBINA,FORT WORTH,TX,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,187,392261.1,0,*,11, ,187,392261.1,2015,
1003015280,WALSH,KATHERINE,JACKSONVILLE,FL,Physician Assistant,S,H.P. ACTHAR,CORTICOTROPIN,0,14,408,486777.7,0,*,0,*,0,0,2015,
1730185471,KLEIN,STEVEN,HAGERSTOWN,MD,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,312,456298.48,0,#,0,#,0,0,2015,
1285749390,KOZLOWSKI,STEPHEN,SYCAMORE,IL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,18,446,963511.23,0, ,0, ,0,0,2015,
1831308162,LADINO AVELLANEDA,MARCO,MIAMI,FL,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,221,439179.24,0,*,13, ,221,439179.24,2015,
1346265188,LANIER,BOB,CUMMING,GA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,420,893482.36,0,*,0,*,0,0,2015,
1942284948,LASICHAK,LYDIA,W BLOOMFIELD,MI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,26,530,893119.99,0,*,11, ,264,387181.42,2015,
1235108697,LEE,TYRONE,CONWAY,AR,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,22,656,1493695.57,0, ,0, ,0,0,2015,
1942265533,LOPEZ,MANUEL,EL PASO,TX,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,187,382967.85,0, ,0, ,0,0,2015,
1659316909,MAHFOOD,J,PORT ST LUCIE,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,394,783496.57,0,*,0,*,0,0,2015,
1346216371,MALONE,DANIEL,BEAVER DAM,WI,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,15,268,544205.93,0,*,15, ,268,544205.93,2015,
1689895534,MALONE,JUSTIN,COLUMBIA,MO,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,298,450570.75,0,*,13, ,298,450570.75,2015,
1740212042,MARTINEZ,CESAR,EDINBURG,TX,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,18,306,619760.87,0,*,18, ,306,619760.87,2015,
1578543344,MECKLER,ROY,LOUISVILLE,KY,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,11,21,151,712986.49,0,*,0,*,0,0,2015,
1700856697,MHATRE,VIJAY,TOPEKA,KS,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,17,431,702852.51,0,*,17, ,431,702852.51,2015,
1447283734,MINAGAR,ALIREZA,SHREVEPORT,LA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,55,378125.85,0,*,0,*,0,0,2015,
1952580995,WEI,NATHAN,FREDERICK,MD,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,16,363,779851.9,0,*,16, ,363,779851.9,2015,
1245232032,MISKOFF,JEFFREY,MANASQUAN,NJ,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,11,396,497022.22,0, ,0, ,0,0,2015,
1235185315,MORRIS,JOHN,MEMPHIS,TN,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,302,604764.9,0,*,12, ,302,604764.9,2015,
1356431449,MOUSTAFA,MOUSTAFA,ORANGEBURG,SC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,18,306,628871.25,0, ,0, ,0,0,2015,
1699771527,MORISETTY,SATYASAGAR,STEUBENVILLE,OH,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,17,340,591803.16,0,*,17, ,340,591803.16,2015,
1356449367,NIEMER,GREGORY,NORTH CHARLESTON,SC,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,505,1134644.14,0, ,0, ,0,0,2015,
1841465143,PEREDO-WENDE,RUBEN,ALBANY,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,21,265,743853,0, ,0, ,0,0,2015,
1154306603,PETROS,DAVID,CORPUS CHRISTI,TX,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,26,533,1120286.87,0,*,0,*,0,0,2015,
1538329982,QATTASH,ISMAIL,CHAMPAIGN,IL,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,311,622939.25,0,*,13, ,311,622939.25,2015,
1043489776,RICHARDS,GEORGIANNA,BECKLEY,WV,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,55,379027.88,0,*,0,*,0,0,2015,
1366536708,RISKIN,WAYNE,HOLLYWOOD,FL,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,17,390,612044.22,0, ,0, ,0,0,2015,
1750376562,SALEEM,GULRUKH,LEESBURG,VA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,11,297,449740.83,0, ,0, ,0,0,2015,
1205868668,SANTIONI,MARIANNE,OLD FORGE,PA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,17,451,865187.62,0,*,0,*,0,0,2015,
1558377879,SANNER,COLIN,SEGUIN,TX,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,15,140,932354.16,0, ,0, ,0,0,2015,
1063490845,SCHLESSEL,KEVIN,COLUMBUS,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,16,366,749047.2,0,*,0,*,0,0,2015,
1437390515,SCHRIER,PETER,FRESH MEADOWS,NY,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,13,221,436815,0, ,0, ,0,0,2015,
1962488080,SINEWAY,MICHAEL,LAWRENCEVILLE,GA,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,0,18,443,882066.67,0, ,0, ,0,0,2015,
1467648683,SPRINGER,KATIE,SCHAUMBURG,IL,Physician Assistant,S,H.P. ACTHAR,CORTICOTROPIN,0,11,355,712580.05,0, ,0, ,0,0,2015,
1992942551,STEFANCHIK,BETH,KINGSTON,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,0,12,204,405000.15,0,*,12, ,204,405000.15,2015,
1346218856,SWAN,ALEXANDER,AVENEL,NJ,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,12,353,619120.55,0,*,0,*,0,0,2015,
1568657146,THAKUR,NITI,EAST LANSING,MI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,0,31,752,1468287.21,0,*,0,*,0,0,2015,
1063587061,WILSON,WILLIAM,ATLANTA,GA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,13,53,1559,3123162.78,0,*,23, ,525,1019599.08,2015,
1710971700,WYNN,DANIEL,NORTHBROOK,IL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,15,18,100,684379.59,0,*,0,*,0,0,2015,
1023082914,ZARIF,MYASSAR,ISLIP,NY,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,0,13,65,442322.51,0,*,0,*,0,0,2015,
1902910854,ZGODA,MICHAEL,CHARLOTTE,NC,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,0,16,462,1124497.7,0, ,0, ,0,0,2015,
1043242985,BARNEY,JOSEPH,BIRMINGHAM,AL,Pulmonary Disease,S,H.P. ACTHAR,CORTICOTROPIN,,27,738,1072207.62,,*,11,,198,353811.04,2014,
1881653608,BADDOO,ANDREW,WEST ORANGE,NJ,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,30,803,1048236.05,,*,17,,373,561044.05,2014,
1578557500,AWAD,ERIC,ATLANTA,GA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,16,287,526112.04,0,,0,,0,0,2014,
1568505170,BEN-ARTZI,AMI,BEVERLY HILLS,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,15,291,555240.6,,*,,*,,,2014,
1598739823,BRAVO,JULIO,WINSTON SALEM,NC,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,12,323,484757.87,,*,12,,323,484757.87,2014,
1548255318,CHONG,TAE KAE,INDIANAPOLIS,IN,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,321,486249.83,,*,11,,321,486249.83,2014,
1871718189,CHITKARA,PUJA,CHULA VISTA,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,11,336,455297.48,,*,,*,,,2014,
1801856893,CONNER,KENNETH,CAMP HILL,PA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,14,294,454483.09,,*,14,,294,454483.09,2014,
1871530469,CONNER,KEVIN,ARLINGTON,TX,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,11,302,370128.22,,*,11,,302,370128.22,2014,
1992746820,CUESTA,INOCENCIO,FARMINGTON HILLS,MI,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,16,338,519139.13,,#,,#,,,2014,
1396740171,DIN,ZIA,ANDERSON,SC,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,12,204,397560.82,0,,0,,0,0,2014,
1689640856,FREYNE,BRIGID,MURRIETA,CA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,12,204,387105.24,,*,,*,,,2014,
1962419838,GANESH,MANICKAM,WEST ORANGE,NJ,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,28,633,1012627.93,,#,,#,,,2014,
1407093818,FLAUGHER,CANDICE,RICHMOND,IN,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,11,55,1132,2240661.96,,*,,*,,,2014,
1992794614,FRASER,DAVID,JACKSONVILLE,NC,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,19,323,616566.2,0,,0,,0,0,2014,
1417055922,GARWACKI,DENNIS,PEORIA,IL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,15,348,497698.45,,#,,#,,,2014,
1669571113,GELBER,DAVID,SPRINGFIELD,IL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,17,26,158,845271.78,0,,0,,0,0,2014,
1588811194,GREENHOUSE,IRENE,JAMISON,PA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,11,80,361327.06,,*,,*,,,2014,
1508876509,GUASCH,ANTONIO,ATLANTA,GA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,56,1111,2247712.58,,*,25,,503,1103670.98,2014,
1841230299,GUERRA,GISELLE,MIAMI,FL,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,198,356426.52,0,,0,,0,0,2014,
1982622825,HEGAB,IBRAHIM,RICHMOND,VA,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,13,70,450353.13,0,,0,,0,0,2014,
1720199292,KAMMEYER,ANN,MARYSVILLE,WA,Family Practice,S,H.P. ACTHAR,CORTICOTROPIN,,18,372,581327.04,0,,0,,0,0,2014,
1508818212,KATZ,VICTORIA,BROOKLYN,NY,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,14,249,450478.4,0,,0,,0,0,2014,
1619072188,KATARIA,RAJESH,WHEELERSBURG,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,12,204,388413.14,0,,0,,0,0,2014,
1811931546,LAGANKE,CHRISTOPHER,CULLMAN,AL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,14,20,105,674773.58,,*,,*,,,2014,
1568408532,KUPIN,WARREN,MIAMI,FL,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,29,493,946348.53,,#,,#,,,2014,
1558369553,MANDEL,DAVID,MAYFIELD VILLAGE,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,14,126,2407,4426049.84,,*,67,,1382,2455453.45,2014,
1346216371,MALONE,DANIEL,BEAVER DAM,WI,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,30,546,1041949.92,,#,,#,,,2014,
1891786059,MAQUERA,VICTOR,ORANGE PARK,FL,Neurology,S,H.P. ACTHAR,CORTICOTROPIN,,14,95,458318.97,0,,0,,0,0,2014,
1154516110,MAROZ,NATALLIA,DAYTON,OH,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,23,442,750597.64,,*,23,,442,750597.64,2014,
1922200260,MATTIAZZI,ADELA,MIAMI,FL,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,20,366,718309.7,,*,,*,,,2014,
1861680241,MATTILA,ALLISON,LAS VEGAS,NV,Nurse Practitioner,S,H.P. ACTHAR,CORTICOTROPIN,17,25,216,1267063.07,,*,,*,,,2014,
1578630216,NEWSOME,VERONICA,DU BOIS,PA,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,39,740,1274066.3,,*,,*,,,2014,
1205894631,MURPHY,SAIED,ATLANTA,GA,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,18,372,596007.76,,#,,#,,,2014,
1083771927,MIHINDUKULASURIYA,JOSEPH,GLENS FALLS,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,12,336,399105.19,,*,12,,336,399105.19,2014,
1881673523,OCHOA,FABIO,WARREN,OH,Rheumatology,S,H.P. ACTHAR,CORTICOTROPIN,,23,460,868167.86,0,,0,,0,0,2014,
1275548943,PRASAD,RAJEEV,LAS VEGAS,NV,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,11,187,360451.63,,*,11,,187,360451.63,2014,
1922047067,RAJAN,JAMES,CANTON,OH,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,13,293,545575.68,,*,,*,,,2014,
1518931195,RICH,LISA,MILWAUKEE,WI,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,19,359,684247.4,,*,19,,359,684247.4,2014,
1205868668,SANTIONI,MARIANNE,OLD FORGE,PA,Internal Medicine,S,H.P. ACTHAR,CORTICOTROPIN,,14,392,678866.97,,*,,*,,,2014,
1699731273,ROSEN,RAQUEL,COOPERSTOWN,NY,Nephrology,S,H.P. ACTHAR,CORTICOTROPIN,,14,238,445960.95,,#,,#,,,2014,
